rating,ulasan,label
5/5,pelayanan hotel yang sangat memuaskan,Positif
5/5,Pelayanan pak Nanda ramah terbaik. Hotelnya enak dekat mana mana,Positif
4/5,"suka sih nginap disini, deket kemana manaaa semoga tahun depan bisa kesini lagi xixixixi",Positif
3/5,"Langsung berada di depan jalan malioboro, masalah kebersihan dalam kamar agak kurang..gelas ga dicuci..",Positif
5/5,Pelayanannya bagus satpam tanggap dan semua nya ramah mantap banget deh dengan aveta ini semoga bisa slalu sukses untuk kedepannya,Positif
5/5,Enak banget lokasi ny di malioboro,Positif
5/5,"Hotel nyaman
bersih
akses mudah dekat jl malioboro",Positif
5/5,"Kamar nyaman, tempat bagus, strategis. menyajikan makanan enak. Verry merekomendasikan",Positif
4/5,"Aveta Hotel Malioboro berada di kota Jogja, sebelah selatan Malioboro mall.
Hotel yang bagus dan unik",Positif
5/5,"Harga terjangkau, pelayanan ramah, sangat bagus untuk tempat istirahat",Positif
5/5,"Recomended untuk keluarga
Murah nyaman bersih
Best pokonya
Sangat nyaman",Positif
5/5,"Hotelnya sangat strategis untuk jalan kaki ke malioboro, dekat dengan hotel ada mall malioboro, dan kamarnya asri sekali. Saya menyukainya",Positif
5/5,"Bagus, gedungnya dari luar tampak keren.
Dalamnya bersih, staffnya ramah",Positif
4/5,Tempat strategis dekat kemana mana dan sangat nyaman untuk menginap .,Positif
5/5,"Hotel enak dan cozy untuk area jogjakarta, dan mash dalam kawasan malioboro",Positif
5/5,Sangat cocok yang mau liburan ke jogja dan dekat dengan malioboro,Positif
5/5,Rasanya kedepan akan langganan nginep di hotel ini paling nyaman mo kemana2 alias shoping cuma selangkah,Positif
5/5,"hotelnya berada kawasan malioboro,kamarnya luas,staff nya ramah-ramah",Positif
2/5,"Masih banyak yg kurang, mungkin jg karna msh dlm renovasi, tp sy kurang suka nginep di sini🙁",Negatif
5/5,"Tempatnya bersih banget, pelayanannya bagus cocok buat tempat healing dari rutinitas",Positif
5/5,Hotel ini dekat dengan banyak tempat menarik di Surabaya. Kamarnya sangat nyaman dan luas.,Positif
3/5,Nyaman Tenang Terletak di jl malioboro Parkir sempit G ada halaman,Positif
4/5,Hotelnya bagus cuma masih soft opening dan masih ada progress pekerjaan,Positif
5/5,Kamar nya bagus dan pegawai nya ramah ramah very recommend,Positif
5/5,"Menu makanannya banyak, kamarnya bersih, okelah....",Positif
1/5,Kamar kecil .. tidak sesuai dengan foto . Akses jalan masuk gang .. jauh dengan hotel rich .. ga recomend !!!!,Negatif
5/5,"Hotel yg sangat strategis mo jalan"" d malioboro tggal jalan aj coz hotel barada d tengah"" malioboro",Positif
5/5,Nyaman bangeeet cocok buat liburan sama keluarga,Positif
5/5,Sumpah nyaman bgt nih hotel harga bersahabat bgt,Positif
4/5,"HOTEL yg strategis di MALIOBORO,dkt dgn Mall,Stasiun,pasar BRINGHARJO.Kalo bisa FOnya dipindah di lantai bawah",Positif
5/5,Breakfast nya mantab & kamar bersih,Positif
5/5,"Tempat yg sangat indah.
Pelayanan juga bagus
Pokoknya puas banget deh.",Positif
5/5,"Kamar nyaman, service hotel bintang 5, recommended",Positif
5/5,Bagus!,Positif
4/5,"Akses lokasinya sangat mudah ditemukan, recomended banget buat keluarga",Positif
4/5,"Sempat komplen soal air panas.
Tapi overall sih bagus.
Good experience",Positif
4/5,Hotel bersih pelayan ramah dan dekat dengan pusat kota,Positif
5/5,"Nilai 5 buat semuanya. Kebersihan, kerapihan, makanannya enak, pelayanannya luar biasa...",Positif
5/5,"Hotel gaya modern, lokasi strategis, dan nyaman",Positif
4/5,"Tempat bagus dan bersih bikin nyaman
Pemandangan nya juga baguss",Positif
4/5,terletak di jantung kota sehingga dapat diakses dengan mudah dan pelayanan yang cukup memuaskan,Positif
5/5,"tempat yang bagus. cocok untuk staycation bareng teman atau keluarga, pelayanannya bagus, tempatnya bersih",Positif
5/5,Suka sama kolam renangnya.. kamarnya jg okeee,Positif
5/5,Jalan jalan ke Yogyakarta baru kali ini menemukan hotel terbaik ternyaman,Positif
5/5,"Nyaman, bersih, fasilitas lengkap. Service good",Positif
5/5,"kamarnya bersih, pengalaman menginap saya di sana sangat menyenangkan dengan staf yang ramah",Positif
4/5,"Pintu masuknya sempit, parkiranya sempit dan adminstrasinya lama, hotelnya bagus, mungkin hotel baru",Positif
4/5,"Lokasi strategis sangat dekat untuk menuju mall dll, kangen kesini lagi",Positif
4/5,"Destinasi hotel terkece, ruangannya juga bersih dan housekeeping nya juga ramah",Positif
4/5,Cukup nyaman untuk dijadikan opsi tempat menginap guys,Positif
5/5,"Pelayanan ramah, sangat strategis lokasinya",Positif
5/5,"Suasana, layanan, dan fasilitasnya sangat bagus. Hotel terbaik yang terjangkau dan di rekomendasikan di Malioboro!",Positif
5/5,"Good place, cozy, clean..
sayang akses masuk dari jalan malioboro nya sempit.",Positif
5/5,"Hotelnya bersih, menu sarapan enak",Positif
5/5,Tempatnya strategis karna di tengah kota dan pelayanannya oke banget,Positif
4/5,Breakfast nya lumayan (30 Nov - 02 Des 2022),Positif
3/5,"Aneh lobby hotel berada di lantai 8, kolam renang kurang luas",Negatif
5/5,"Kamarnya pas, lokasi didekat malioboro tidak perlu pikir untuk jalan jalan",Positif
5/5,"Aku suka banget tempat nya, lokasinya startegis, dan harganya sangat terjangkau",Positif
5/5,"Hotel ini pas di Malioboro, di pusat kota Yogyakarta. Mau kemana-kemana gampang tinggal jalan kaki",Positif
2/5,"Pelayanan lama, harusnya cek in jam 2 sampe skrg blm boleh masuk",Negatif
5/5,"Tempat staycation yg nyaman banget, bakalan balik lagi kesini",Positif
5/5,"Hotelnya nyaman, bersih dan room nya luas banget",Positif
4/5,"Dapet harga promo., Tempat bagus., View oke punya., Servis oke mantap 👍👍👍",Positif
5/5,hotelnya bkn nyaman and gak mau pulang..,Negatif
5/5,"harga murah bgt, fasilitas okee, letaknya di jantung jogja",Positif
5/5,"fasilitas memadai, nyaman sekali untuk healing atau liburan dengan teman",Positif
5/5,"deket dr malioboro jd bisa jalan2 malam,hotel nyaman mantap",Positif
5/5,Sangat nyaman dan cocok untuk liburan bersama keluarga,Positif
4/5,Staycation bareng keluarga yang bikin happy.. apalagi pelayanan sangat baik..🥰,Positif
4/5,"Minimalis , bersih , hanya parkiran terlalu sempit dan akses masuk ke jalan kecil",Positif
5/5,"Tempatnya mewah banget, nyaman, dan bersih .
Pelayananya memuaskan",Positif
5/5,Pelayanannya sangat baik,Positif
5/5,"Tempat nya bagus, pelayanan baik dan worth it untuk dikunjungi kembali",Positif
5/5,"Hotel nya nyaman , pegawai nya ramah dan Hotel nya bersih .",Positif
4/5,Nyaman banget hotelnyaa dekat malioboro🫶,Positif
5/5,"Tempatnya strategis, bersih nyaman.. Ok rekomend",Positif
5/5,"Nyaman, lokasi strategis, service and hospitality top",Positif
5/5,"Pelayanan ramah banget, pemandangannya juga indah, harga affordable!",Positif
4/5,Tempat yang menyenangkan dengan pelayanan yang baik dan ramah dan fasilitas pun bagus,Positif
5/5,"Bersih, nyaman aman dan terjangkau..
Fasilitas lengkap",Positif
5/5,Lokasi sangat strategis berada di dekat Malioboro,Positif
5/5,"Lokasi dekat jalan utama, ruangan & service semuanya ok 👍",Positif
5/5,"Hotel sangat bagus,bersih dan sangat nyaman",Positif
5/5,Hotel paling nyaman buat bareng pasangan atau keluarga.,Positif
5/5,"good place, and good service. very recommendation buat yg lg liburan ke jogja",Positif
5/5,"Good service,lokasi nya strategis banget keluar hotel langsung malioboro 🥰",Positif
4/5,Salah satu rekomendasi tempat nginap terbaik ✨,Positif
5/5,Letak nya strategis Staff nya ramah Luas Recommended,Positif
5/5,Bersih dan nyaman,Positif
5/5,"Tempat yg nyaman dengan pemandangan yg indah,tempat nya luas",Positif
5/5,Menginap di sini sangat menyenangkan dan pengalaman yang asyik. Pasti kembali lagi.,Positif
5/5,"hotel baru, tepat di tengah daerah malioboro, kamar luas, dan tempat tidur besar (2.*2, 2* 1*2), harga sangat wajar. Ini permata tersembunyi. Tempat parkir sangat terbatas",Positif
5/5,Tempatnya nyaman dan bersih. Pelayanannya sangat baik. recommended banget,Positif
5/5,"Lokasi yang sangat bagus di Jalan Malioboro. Kamar yang luas, staf yang ramah. Hotel baru tepat di jalan Malioboro. Hotel terbaik di kawasan Malioboro",Positif
5/5,Tempat nya indah cocok buat kamu yang mau staycation di Malioboro,Positif
4/5,Kamarnya bersih bikin betah 👍 bakal balik sini lagi,Positif
5/5,"Tempatnya strategis, hotel bersih dan staff ramaah",Positif
5/5,Lokasi hotel strategis dan sangat nyaman,Positif
5/5,Yang mencari penginapan dekat Malioboro ini rekomendasi banget hotelnya,Positif
5/5,"Aveta Hotel Malioboro Bergaya modern, Lokasi bagus, pelayanan bagus, sangat di rekomendasikan untuk menginap bisnis dan liburan",Positif
4/5,hotelnya clean dan nyaman. service nya oke,Positif
5/5,"Lokasinya enak pas di tengah2 malioboro , hotelnya bagus 🤘",Positif
5/5,"suka dengan konsep family room, cocok buat kami sekeluarga",Positif
4/5,Sure....i like this hotel ....krn ni hotel nyaman n breakfast ny enak dan selalu steril,Positif
5/5,"tempat nya nyaman banget, harga juga mantep banget. pengen kesini lagi",Positif
5/5,Asik nya liburan keluarga menginap di Aveta... Nyaman.,Positif
4/5,"Sangat nyaman dan pelayanan yang memuaskan, sangat terinspirasi untuk kembali lagi",Positif
5/5,"Saya rasa enak untuk staycatio di tempat ini..Pelayanan bagus semua, kamar..Bersulang",Positif
5/5,"Tempatnya nyaman, kamarnya luas, pemandangan nya langsung ke jalan malioboro",Positif
5/5,"Nyaman banget tempat nya ,gampang kmna mana rekomend pokonya",Positif
5/5,"Hotel di malioboro yg bersih dan nyaman, keluar hotel tinggal jalan deket ke mall malioboro.",Positif
5/5,"Lokasinya strategis, tempatnya juga nyaman dan aman.",Positif
5/5,Sungguh pengalaman yg luar biasa menginap di hotel ini,Positif
4/5,"Standard, parkirnya saja yg mepet jalannya",Negatif
5/5,"Roomn ya enak, pelayanan nya CS oriented",Negatif
5/5,"Hotelnya bagus, tempatnya ditengah kota",Positif
5/5,"Ruangan bersih, tempat tidur bersih, pelayanan raman dan baik, rekomend",Positif
4/5,kurang Kolam renang mungkin yang kecil,Negatif
5/5,"pelayanan bai,ramah,makanannya enak,tempatnya enak nyaman",Positif
5/5,Aveta Hotel Malioboro sangat bagus..pelayanan nya cepat ramah nyaman,Positif
5/5,"Good service, bersih dan harga terjangkau, makanan enak 👍🏻👍🏻",Positif
4/5,"Cozy banget, lokasinya strategis. kerennn bagus",Positif
4/5,"Menginap disini, pegawai nya ramah tempatnya bersih terjaga pokoknya",Positif
5/5,"Hotel nya bagus, makanan nya enak2",Positif
5/5,Pelayanan oke bget cuma harus nambah ruang untuk meeting aja,Positif
5/5,"Bersih, lokasi nya pas bgt di malioboro nya samping MM jd seru aja",Positif
5/5,"Cocok dekat dengan malioboro pusat wisata, nyaman dan bersih",Positif
5/5,Tempat nyaman dan harga terjangkau. Makanan enak 💯,Positif
4/5,Semua nya bagus. Tapi masih ketinggalan di kolam kotor dan tempat parkir kecil. Sukses untuk Aveta,Negatif
5/5,Kamar bersih pelayanan ramah dan memuaskan,Positif
4/5,"Pilihan sempurna untuk pengalaman yang menyenangkan, mudah di akses, pemandangan malam adalah chef ciuman 🥰",Positif
5/5,"Mantap,, menarik dan sangat strategis utk liburan",Positif
4/5,"Cari makan gampang di dekat area hotel
Yg pasti di jalan aja klo ke malioboro",Positif
4/5,"Overall semua aman, kecuali wifinya kentang banget",Positif
5/5,"Nyaman banget , view kota nya keliatan juga",Positif
5/5,"tempat ny nyaman,bersih,pelayanan ny sangat ramah,dan pemandangan nya indah",Positif
5/5,"tempat nyaman, akses kemana2 dekat, dan harga murah",Positif
5/5,"Nice place to stay, di tengah tengah jalan malioboro...
kamar comfy dan luas...",Positif
5/5,"Worth it bgt sama harga nyaa, tempatnya nyamaan dan bagus bagtt😍😍",Positif
5/5,"Hotel bagus di tengah kota.. Bagus, bersih, besar dan sangat nyaman",Positif
4/5,"Hotel yang bagus dengan pelayanan yang baik, tetapi tidak memiliki tempat parkir mobil yang cukup",Negatif
5/5,"Lokasinya strategis, tinggal jalan kaki ke jalan malioboro yang terkenal dan banyak jajanan kaki lima dan orang berjualan barang",Positif
5/5,"Semua staf nya rendah hati, pelayanan nya bagus, dan sangat informatif. Terima kasih untuk semuanya.",Positif
5/5,Hotel ya bagus dengan view yg sangat menarik,Positif
4/5,Ga perlu bingung buat cari hotel kalo ke malioboro udah pasti aveta hotel yang termantoel,Positif
5/5,Bersih nyaman dan murah recom buat kluarga atau pasangan,Positif
5/5,Pengalaman menginap dengan penuh kenyamanan bgtt bgt,Positif
5/5,"Hotel yang rekomandasi yang ada di jogja, nyaman, mewah dan berkualitas",Positif
5/5,Rekomendasi hotel buat liburan dijamin puas ^-^,Positif
5/5,Terletak di pusat tempat wisata di Malioboro. Staf nya ramah dan pelayanan nya bagus.,Positif
5/5,"Lokasi nya sih juara. Di malioboro persis, deket kemana2. Kamar nya juga luas. Hotel baru, serba baru",Positif
5/5,Tidak ada yang bisa menginap Selain pengalaman menginap yang menyenangkan untuk merayakan liburan Anda. Terima kasih semuanya👍,Positif
5/5,"Recommended banget sih ini untuk kenyamanan dan kepuasan, service nya mantap!!",Positif
1/5,Hotel nya sempit. Kamar mandi nya bau astaga,Negatif
5/5,Kamar yg nyaman dan pelayanan terbaik,Positif
5/5,"Hotel yang bagus
Deket Malioboro kemana mana
Staff dan pelayanan hotel istimewa
Jossss",Positif
5/5,Kamarnya gede...bersih pas d jl malioboro,Positif
5/5,Hotel yg saangat recomend klo lagi liburan di jogjaa 😍,Positif
5/5,Nice hotel. . Sukses terus aveta hotel,Positif
5/5,"Tempatnya bagus, makanannya enak, pelayanannya luar biasa. Lokasi menginap terbaik untuk menikmati Malioboro",Positif
5/5,hotel 3 star termewah dan terbaik yang pernah saya coba..,Positif
5/5,hotelnya nyaman. rekomended,Positif
4/5,Direkomendasikan bagi mereka yang ingin memiliki kenyamanan menginap,Positif
5/5,Tempatnya cozy banget jadi pengen kesini lagi kalo liburan,Positif
5/5,"Tempat nya nyamanan fasilitasnya bagus, servis juga oke💯",Positif
4/5,"Ini adalah tempat terbaik untuk menginap selama beberapa hari, sambil berjalan-jalan di jalan Malioboro",Positif
5/5,"Sangat dekat ke malioboro
Parkiran agak terbatas",Positif
5/5,"Pelayanannya jos banget, menu makanan nya enakkkpol",Positif
5/5,"Kamarnya bagus, luas dan bersih Sarapan nya enak sekali 👍🏻",Positif
4/5,Saya sangat senang dengan tempat hotel ini sangat rekomendasi,Positif
5/5,Tempat yang bagus..letak strategis dan pelayanan yang baik,Positif
5/5,"Kamar nyaman luas bersih
Karyawan nya ramah",Positif
5/5,Strategis cuma skrng tambah mahallll,Positif
5/5,"Lokasi strategis, staff hotel ramah",Positif
5/5,Mantap suka banget tempat strategis nyaman top pokoknya,Positif
5/5,Tempatnya nyaman bagus cocok buat keluarga,Positif
5/5,mencari hotel dengan keamanan terbaik? silahkan kunjungi tempat ini dan dapatkan fasilitas lengkap lain nya.,Positif
5/5,Lokasi sangat strategis dan kamar sangat bersih. Tempat yang bagus,Positif
5/5,Recommend banget untuk stay disini dekat kemana mana dan good service,Positif
5/5,Sangat bersih dan nyaman… Saya merekomendasikan nya,Positif
5/5,"Hotelnya bagus, pegawainya ramah, dekat sekali dengan Malioboro & fasilitasnya bagus",Positif
5/5,"Ini hotel asik bgt, buat yg di Jogja harus coba sih.",Positif
5/5,"Sangat nyaman banget, dan buat hiling beh mantap",Positif
5/5,"Tempat yang bagus, makanan enak, kamar bagus, dan layanan luar biasa! Tempat yang indah",Positif
5/5,"Kamarnya nyaman, pelayanannya juga baik",Positif
4/5,"Letak lokasinya yg sempurnya, mau kemana mana deket dan tinggal jalan kaki..",Positif
5/5,Lokasinya bagus. Dan gampang di jangkau. Pelayanan juga bagus 👍,Positif
5/5,Kamarnya luas bersih Deket mall lagi,Positif
5/5,"Suasana yang nyaman, staf yang ramah, perabotan halus dan terletak sangat dekat dengan Malioboro dan Ambarukmo Mall.",Positif
5/5,Hotel nya bersih dan nyaman sekali,Positif
5/5,"Karyawannya ramah, kamarnya bersih, recommend",Positif
5/5,"Strategis di malioboro street.. Nyaman, bersih, layanan ramah... Jaga Prokes ketat",Positif
5/5,hotel baru strategis bagus dan nyaman,Positif
5/5,Hotel ⭐⭐⭐ free breakfast & bnyk menunya 😁👍,Positif
4/5,"Harga yang sesuai banget, dekat mall, malioboro. Kemana mana juga dekat, service juga ok.",Positif
5/5,Sudah pasti dan sepantasnya jadi destinasy menginap saat di malioboro,Positif
5/5,Nyaman dan makanan nya ckup enak..,Positif
4/5,Layanan kamar bagus tempat menarik,Positif
5/5,Hotel bersih nyaman dan lokasi strategis,Positif
5/5,"Pelayanan super ramah, untuk harga sesuai dengan fasilitas dan akses",Positif
5/5,Mantap top dekat malioboro semuanya ramah makanan top,Positif
5/5,Hotelnya strategis nyaman dan dekat dari mana manaa,Positif
5/5,Hotel yang nyaman dipakai untuk menginap saat ke Surabaya,Positif
4/5,"Tempat yang nyaman, sangat luar biasa pelayanan nya",Positif
5/5,"Sy sangat suka service Aveta Hotel.... Ramah, care, dan fast respon.",Positif
5/5,"Elegan & bikin nyaman tempat nya jadi jangan ragu"" untuk mampir",Positif
5/5,Bagus,Positif
5/5,"Lokasinya sangat strategis, jadi ga bingung mau ke mana mana",Positif
5/5,Pelayanan sangat memuaskan dan strategis lokasinya,Positif
5/5,Hotel terbaik dengan view yg bagus 😊,Positif
5/5,Nice place untuk staycation bareng temen dan keluarga :),Positif
5/5,Tersedia becak motor di depan hotel untuk muter muter di malioboro,Positif
5/5,tempat bagus dan nyaman cocok buat staycation,Positif
3/5,Masuk parkiran susah. Keluar nya jg. Parkiran sempit...Hotel ok.,Positif
5/5,kamarnya nyaman dan harga terjangkau,Positif
5/5,Hotel nya bagus sejuk murah juga bagus untuk liburan,Positif
5/5,Tempat parkir cukup luas dan kemanan terjamin,Positif
5/5,"Ruangan yang bersih, tempat yang strategis, pelayanan yang baik",Positif
5/5,"Good place to healing, deket Malioboro buat jalan2 cari oleh2 xixixi",Positif
5/5,"Kamar bagus, pelayanan bagus, lokasi bagus, kekurangan nya hanya tempat parkirnya, kecil sekali",Positif
5/5,"Lokasinya sangat mudah di temukan, pelayanan juga sangat baik",Positif
5/5,Senang karena tempatnya strategis dan pelayanan nya memuaskan.,Positif
5/5,Tempat strategis sayang nya parkir nya sempit & agak tersembunyi,Positif
5/5,Tempat yang bagus untuk tinggal selama di yogyakarta. dan juga pemandangan yang bagus.,Positif
5/5,"Tempatnya bersih,pegawainya cekatan dan ramah suka sekali",Positif
4/5,"Staff nya baik, tempat nya nyaman, dan makanan nya enak👍",Positif
5/5,mas firdaus mba rara mba via terimakasih pelayanan nya superbaik,Positif
5/5,Hotel terbaik di Malioboro dengan service dan staff yang sangat ramah,Positif
5/5,"Tempat di pusat kota, pelayanan ramah, dan harga masih terjangkau🥰🥰",Positif
4/5,Lokasi strategis dan pelayanan baik,Positif
5/5,"Kasih bintang 5,cuman 1 pelayanannya kurang sopan .ketimpangan sosial, lebih melebihkan kalangan atas",Negatif
5/5,"Pelayanan sangat baik, harga terjangkau petugasnya ramah2",Positif
5/5,"Bagus, kamar dan layanan Ok punya.",Positif
5/5,Room bersih dan model terbaru nuansa nya. Gak nyesel kesini.,Positif
5/5,Hotel dengan daerah yang strategis karena berhadapan langsung dengan jalan Malioboro 👍,Positif
5/5,Cukup buruk,Negatif
4/5,Saya menghabiskan malam di sini bersama pasangan saya dan sangat menikmati kamar dan fasilitasnya,Positif
5/5,Nyaman banget nginap disini,Positif
5/5,"Breakfast nya mewah, hotel ternyaman",Positif
5/5,"Deket bgt dari malioboro, wangi, bersih, mantep buat staycation👍",Positif
4/5,"Lokasi yg stragtegis, ruangan yg bagus, dan pelayanan juga oke",Positif
5/5,"Makanan nya enak, pelayanan nya memuaskan",Positif
5/5,Bagus pake banget. Sangat worth dengan fasilitas nya yang bagus juga,Positif
5/5,Cocok buat kita yg lg liburan.,Positif
5/5,"Kamar modern, respon cepat dan pelayanan memuaskan, sarapan enak, dan tempat strategis",Positif
4/5,"Hotelnya baru, semua terlihat baru dan bersih, ya lumayan nyaman",Positif
5/5,Harga sesuai dgn kualitas.. ngga mengecewakan deh..,Positif
5/5,Tempat indah nyaman .aman.recomend buat inap,Positif
5/5,"Kesini karena bukber PT. Untuk tempat dan parkir nyaman,",Positif
5/5,"Fasilitas lengkap, seluruh karyawan ramah, lokasi sangat strategis.",Positif
4/5,"bangunan nya seperti di luar negri, pelayanan nya ramah dan baik",Positif
5/5,tidak ada kamar untuk merokok,Negatif
5/5,Tempat menginap nyaman serta pelayanan yang baik,Positif
5/5,nginep di sini nyaman banget jadi betah ,Positif
5/5,Bagus,Positif
5/5,"Lokasi strategis dekat tempat tempat keramaian, dekat ke jl. Malioboro",Positif
5/5,Mantap bisa jalan2 dan view langsung ke Malioboro,Positif
3/5,"Sprei kotor, tidak ada lemari, handuk kurang",Negatif
5/5,Hotel nya nyaman fasilitas lengkap 👍,Positif
5/5,"Bagus, nyaman dan pelayanan juga ramah, sangat recomend bgt😍😍",Positif
4/5,"Hotel recommended 👍👍, ,tempat bersih dan nyaman",Positif
4/5,"Karena pelayanan nya sangat membuat tamu"" merasa nyaman",Positif
5/5,Kamar nya bagus dan cocok untuk pertemuan teman,Positif
5/5,Semuanya luar biasa. Sangat dekat dengan mall dan tempat lain. Senang di sini.,Positif
5/5,Hotel yang sangat nyaman dengan pelayanan trbaik,Positif
5/5,makan pagi pakai cecek dan jamu gendong enak,Positif
5/5,"Overall enak bgt, harga baik, service juga oke",Positif
5/5,Lokasi hotel yang strategis dipinggir jalan Malioboro.,Positif
4/5,Sangat cocok untuk tempat bersantai bareng keluarga,Positif
5/5,"hotel yg strategis, keluar hotel pas org jualan dimalioboro",Positif
5/5,"Hotel yang bagus, dengan layanan yang ramah.",Positif
4/5,Pelayanan nya baik dan kamar nya mantap,Positif
5/5,Cocok untuk solo travelling dn berpasangan :),Positif
5/5,Udah 2 kali kesini dan udah gak diraguin lagi pelayanannya best bngt 👍🏻,Positif
4/5,Hotel yang Nyaman..... dan cocok utk liburan....,Positif
5/5,Bagus makanan enak service ramah,Positif
5/5,Staff ramah2 dan helpful pada orang baru,Positif
4/5,"Nyaman banget, bersih dan terjangkau",Positif
5/5,"harus kesini lagi, tempatnya oke bgt 🥰",Positif
4/5,Hotelnya bagus dan pelayanan baik,Positif
5/5,Hotelnya nyaman bangeettt...,Positif
5/5,Wifi kamar tidak bisa diandalkan untuj kerja,Negatif
5/5,Suka banget menginap disini. Bakalan datang lagi,Positif
5/5,Tmpt nya strategis pas bgt di pinggir jln malioboro,Positif
5/5,"Lokasi bagus, harga terjangkau, kamar bagus ",Positif
5/5,"Hotel baru di malioboro (masih dalam tahap pembangunan). Namun sangat bersih, kamar luas di daerah molioboro",Positif
5/5,indah nyaman bngt suasana nya bgus juga kl buat bwa pasngan heee,Positif
4/5,Agak tua tapi bersih dan mengundang.,Positif
5/5,Nyaman sekali hotel nya,Positif
5/5,Depan hotel ada jln malioboro. Asyik banget,Positif
1/5,Pengalaman Sangat Mengecewakan....hilang begitu aja duit 500 ribu....,Negatif
5/5,"Harga terjangkau, dekat dengan jalan Malioboro. Hotel bagus, bersih dan nyaman",Positif
4/5,"Aman, nyaman, bersih, pelayanan baik",Positif
5/5,"Kamrnya bersih, makanan nya enak",Positif
5/5,"Tempat menginap yang nyaman dan menyenangkan di jogja, akan segera kembali lagi",Positif
5/5,"Pelayanan baik, ruangan bersih & nyaman.",Positif
5/5,Ramah dan Terbaik pelayanannya 😍,Positif
5/5,"Sejauh ini semua the best, room, sarapan and reseptionis Nanda",Positif
5/5,Nyaman tepat di malioboro enak dah pokonya,Positif
4/5,Lokasinya strategis. Akses mau kemana mana juga gampang.,Positif
5/5,"Lokasinya sangat strategis di jalan Malioboro. Lokasinya sangat bagus, kamarnya bersih, dan WiFi-nya bagus.",Positif
4/5,Hotelnya nyaman pegawainya ramah,Positif
5/5,Tempat sangat nyaman...ga jauh dari pusat keramaian,Positif
5/5,"Tempat rekomend, keluar hotel langsung jalan malioboro",Positif
3/5,"Lokasi luar biasa, mahal dan pelayanan kurang gesit",Negatif
5/5,Bagus bgt kamarnya nyaman juga,Positif
1/5,Biasa saja..lain kali kalau ke jogja nyari hotel lain saja..,Negatif
5/5,Di depan jalan Malioboro. Suasananya bagus sekali. Sangat nyaman,Positif
5/5,Harganya bagus dan sangat masuk akal! Itu membuat saya lebih mudah untuk pergi ke mana pun.,Positif
5/5,"Lokasi strategis, kamar bersih nyaman dan pelayanan sangat baik",Positif
4/5,Kamarnya sangat nyaman dan stafnya sangat ramah,Positif
5/5,"Tempat nya nyaman, pelayanan nya juga sangat baik",Positif
5/5,"Lokasinya stategis, pelayanan dan fasilitasnya oke",Positif
4/5,"Cocok buat belanja
Dekat kemana mana",Positif
5/5,Liburan jangan lupa booking disini...g nyesel deh...,Positif
3/5,kurang enak terhadap kendaraan roda 2 mau parkir ribet,Negatif
5/5,hotel yang rekomen banget buat liburan,Positif
5/5,Sangat nyaman dan mewah untuk kamarnya,Positif
5/5,"Terletak di jantung kota Jogja, sebelah selatan Malioboro mall.",Positif
5/5,Tempat yang bagus untuk menginap dan direkomendasikan untuk menginap di sini 👍,Positif
5/5,Tempat nya sangat nyaman dan pelayanan nya sangat bagus,Positif
5/5,"Terjangkau, view nya keren.",Positif
5/5,Pengalaman saya di sini luar biasa dengan ruang bagus & bersih yang mereka tawarkan,Positif
5/5,"Toilet terlalu modern, gak ada shower utk toilet",Negatif
5/5,Layanannya luar biasa dan makanannya lezat. Sangat direkomendasikan!,Positif
5/5,Jarang jarang ada konsep dengan ide yang cemerlang .. saya ingin lagi ke tempat ini,Positif
5/5,Kamar yang nyaman dan pemandangan yang bagus,Positif
5/5,Sangat recomended buat yg lagi liburan,Positif
5/5,"Nyaman bngat, dkt dgan t4 wisata.",Positif
3/5,Lumayan pas di jalan malioboro dn baru hotelnya...,Positif
5/5,Puas banget dengan layanannya pegawainya ramah2,Positif
5/5,Tempat yang nyaman untuk beristirahat bareng keluarga,Positif
5/5,Bagus hotelnya dekat dengan jln nalioboro,Positif
5/5,Hotel Ternyaman yang pernah saya kunjungi,Positif
2/5,Lontong breakfastnya keras bgt... Aku kecewa :(,Negatif
5/5,"Lokasi strategis di jalan malioboro. Kamar bersih, luas, staf ramah, manajemen bagus",Positif
5/5,"Firdaus,isa,silvi,aulia sangat ramah",Positif
5/5,"Lokasi nya pas berada di samping mall Malioboro, bersih dan nyaman",Positif
5/5,Itu tempat yang menyenangkan.,Positif
5/5,"Kamar, lokasi, dan layanan yang sempurna. Layanan perhotelan yang sempurna",Positif
5/5,Hotel yang indah dan nyaman hny disini untuk di jogja,Positif
5/5,Hotel bagus pelayanan oke di tengah kota,Positif
5/5,"Mantab, mau ke malioboro tinggal jalan kaki...",Positif
5/5,Jalan Malioboro tinggal selangkah,Positif
5/5,"Good service, good place, nyaman pokoknya",Positif
5/5,"Lokasi bagus banget,,,bersih nyaman..",Positif
5/5,Ruangan bersih dan pelayanan nya sangat nyaman,Positif
5/5,"Lokasi sangat dekat malioboro, pelayanan memuaskan",Positif
1/5,Front Office kurang ramah banget...tlg di berikan pengarahan....,Negatif
5/5,pelayanan ramah bersih kamar juga nyaman,Positif
4/5,"Hotel yang bagus, staf yang ramah dan layanan hebat👍",Positif
5/5,Hotel mewah di jantung kota jogja.. Lovely place!,Positif
5/5,Perfecr menginap jika Anda menyukai Jogya dan Malioboro.,Positif
5/5,hotel nya tepat di samping sebelah mall malioboro,Positif
